"ID";"Name";"Photo";"global_id";"AdmArea";"District";"Location";"RegistrationNumber";"State";"LocationType";"geodata_center";"geoarea";
"2515";"ЗООАРЕНА";"3fbb1515-f623-49db-8c25-f6824492301f";"2387259968";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"2286-77";"аттракцион зарегистрирован";"парк";"";"";
"2637";"БАТУТНЫЙ КОМПЛЕКС «САВАННА ГБ КОБРА-4»";"2561ce41-976c-4017-9865-8f69497acb74";"2387259969";"Северо-Восточный административный округ";"район Бибирево";"ЭТНОГРАФИЧЕСКАЯ ДЕРЕВНЯ БИБИРЕВО";"2402-77";"аттракцион зарегистрирован";"парк";"";"";
"2641";"БАССЕЙН СБОРНЫЙ МНОГОУГОЛЬНЫЙ МЕТАЛЛИЧЕСКИЙ С ЭЛЕКТРОЛОДКАМИ";"88829819-59f6-402d-8aa5-4fcf48ed077a";"2387259970";"Северо-Восточный административный округ";"район Лианозово";"ГАУК Г. МОСКВЫ ПАРК КУЛЬТУРЫ И ОТДЫХА «ЛИАНОЗОВСКИЙ»";"2406-77";"аттракцион зарегистрирован";"парк";"";"";
"2645";"MINI TRAIN COASTER";"cd439aaf-949a-4572-b391-4ce85eec3aff";"2387259974";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"2410-77";"аттракцион зарегистрирован";"парк";"";"";
"2651";"БАТУТ ББ.3001";"a0ecfe7c-2769-4b7a-960c-d7dda2b62ca0";"2387259976";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"2415-77";"аттракцион зарегистрирован";"парк";"";"";
"2328";"МГ.4049";"f79c9fea-48b7-4a7f-a3fd-b8b54df64f5a";"2387259977";"Восточный административный округ";"район Измайлово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ИЗМАЙЛОВСКИЙ»";"0202-77";"аттракцион зарегистрирован";"парк";"";"";
"2652";"GIANT WHEEL/КОЛЕСО ОБОЗРЕНИЯ 136/30/15";"da7f5c28-c595-4a7c-8d71-4aa49d93a86c";"2387301885";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2416-77";"аттракцион зарегистрирован";"парк";"";"";
"2519";"CAROUSEL DOUBLE STOREY 10MEH";"8636cc75-309f-4fca-814d-c60bee084dbe";"2389677599";"Юго-Западный административный округ";"район Тёплый Стан";"УЛ. ТЕПЛЫЙ СТАН, Д.1Б";"2290-77";"аттракцион зарегистрирован";"площадка";"";"";
"2662";"МИНИ-ДЖЕТ";"3792d177-10b7-47e2-b338-3c557e4defd6";"2390004973";"Юго-Восточный административный округ";"район Выхино-Жулебино";"УСАДЬБА ДЕДА МОРОЗА";"2426-77";"аттракцион зарегистрирован";"парк";"";"";
"2664";"РАКУШКИ";"48f75f8b-3a26-4acb-b2b4-7d531ff30007";"2392259101";"Восточный административный округ";"район Перово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ПЕРОВСКИЙ»";"2428-77";"аттракцион зарегистрирован";"парк";"";"";
"2671";"ЗИМНЯЯ ЗАЛИВНАЯ ГОРКА САВУШКА ЗИМА - 12";"e0249e51-26e8-404c-bc47-ac1625af686a";"2402252317";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2430-77";"аттракцион зарегистрирован";"парк";"";"";
"2672";"ГОРКА ДЛЯ КАТАНИЯ НА НАДУВНЫХ САНЯХ (ТЮБИНГАХ) ВЕСЁЛЫЙ СПУСК";"40503aef-50f5-4cb3-b0db-d33bab5b3288";"2402252325";"Западный административный округ";"район Проспект Вернадского";"ПАРК 50-ЛЕТИЯ ОКТЯБРЯ";"2431-77";"аттракцион зарегистрирован";"парк";"";"";
"2674";"CAROUSEL DOUBLE STOREY 10MEH";"ad847d72-3508-4a14-aea2-4887adb8d200";"2425360749";"Центральный административный округ";"район Якиманка";"ПУШКИНСКАЯ НАБЕРЕЖНАЯ";"2433-77";"аттракцион зарегистрирован";"площадка";"";"";
"2675";"ЗИМНЯЯ ЗАЛИВНАЯ ГОРКА САВУШКА ЗИМА - 1";"a82b8c21-c2ae-4c07-9d99-d04fff8c05d2";"2426329067";"Северный административный округ";"Хорошёвский район";"ПАРК ХОДЫНСКОЕ ПОЛЕ";"2434-77";"аттракцион зарегистрирован";"парк";"";"";
"2676";"ГОРКА ЗИМНЯЯ - 0530";"d059c7bb-bd4a-49f9-ae59-d7fc0647fa16";"2426329069";"Центральный административный округ";"Таганский район";"ПАРК КУЛЬТУРЫ И ОТДЫХА ТАГАНСКИЙ";"2435-77";"аттракцион зарегистрирован";"парк";"";"";
"2678";"ГОРКА ДЕРЕВЯННАЯ ОДНОСКАТНАЯ, АРТ. 149";"418906f9-9c29-4eb7-b25f-a8781c07858b";"2449265869";"Южный административный округ";"район Орехово-Борисово Северное";"УСАДЬБА «ЦАРИЦЫНО»";"2437-77";"аттракцион зарегистрирован";"парк";"";"";
"2680";"CAROUSEL 7,60";"001119e5-ac19-462b-879c-0b70b4fdab39";"2507495822";"Троицкий административный округ";"поселение Троицк";"Г. МОСКВА, Г. ТРОИЦК, СИРЕНЕВЫЙ Б-Р, ВЛ.2";"2439-77";"аттракцион зарегистрирован";"площадка";"";"";
"2683";"ГОРКА ЗИМНЯЯ - 0527";"6a642a9b-e860-497d-a78d-24c28f1e3bcc";"2507495823";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2442-77";"аттракцион зарегистрирован";"парк";"";"";
"2679";"КОМПЛЕКС СБОРНО-РАЗБОРНАЯ ГОРКА N 2016";"0f054c65-b270-4b76-aa53-7fed4185fda8";"2533871163";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"2438-77";"аттракцион зарегистрирован";"парк";"";"";
"2692";"ГОРКА ЗАЛИВНАЯ";"df002020-dc2d-4bd5-a6ec-27ab7460b91f";"2536105502";"Западный административный округ";"район Филёвский Парк";"ДЕТСКИЙ ПАРК ФИЛИ";"2446-77";"аттракцион зарегистрирован";"парк";"";"";
"2693";"ЗАЛИВНАЯ ГОРКА";"78cc34d5-3389-47e6-8d42-61b08bf5d4bc";"2536105505";"Западный административный округ";"район Филёвский Парк";"ДЕТСКИЙ ПАРК ФИЛИ";"2447-77";"аттракцион зарегистрирован";"парк";"";"";
"2694";"WORLD TRIP";"12aac552-72fd-4c15-a84f-d8720ae7354d";"2564309649";"Восточный административный округ";"район Перово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ПЕРОВСКИЙ»";"2448-77";"аттракцион зарегистрирован";"парк";"";"";
"378";"ВОЗДУШНЫЙ ШАР";"3b4cbf12-c572-4cd6-ba1e-1b0c14f42266";"2566663215";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"0103-77";"аттракцион зарегистрирован";"парк";"";"";
"411";"MERRY GO ROUND";"26f76e5a-f1ea-4637-98d1-3b0b6123ee16";"2566724584";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"0136-77";"аттракцион зарегистрирован";"парк";"";"";
"2583";"MINI JET 6";"fe457f3f-5cb4-441a-a745-3a11ac5ccadd";"2566780364";"Северный административный округ";"район Левобережный";"ПКИО ПАРК ДРУЖБЫ";"2349-77";"аттракцион зарегистрирован";"парк";"";"";
"2605";"FAMILY SWINGER";"4ccd29f9-dcb9-45c0-8ee9-de36a7f90527";"2571512364";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"2371-77";"аттракцион зарегистрирован";"парк";"";"";
"2697";"СМЕЛЫЙ ЛЕТЧИК (AIR PORT 6B MINI JET)";"15babc8e-9469-45aa-8560-02649d0589ab";"2582812349";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"2451-77";"аттракцион зарегистрирован";"парк";"";"";
"2698";"MINI FERRIS WHEEL 6";"dcd8b6bf-dd80-4abd-b97c-f50db1bc3305";"2582812359";"Центральный административный округ";"район Якиманка";"ПУШКИНСКАЯ НАБЕРЕЖНАЯ";"2452-77";"аттракцион зарегистрирован";"площадка";"";"";
"2699";"ГУСЕНИЦА";"c7e75c84-8911-4f1c-b6a1-1f6da3a59567";"2582812372";"Северный административный округ";"район Левобережный";"ПКИО ПАРК ДРУЖБЫ";"2453-77";"аттракцион зарегистрирован";"парк";"";"";
"2700";"ЦЕПОЧНАЯ КАРУСЕЛЬ";"68545465-abfb-4413-b0cd-6f4b2d68fe21";"2582812382";"Северный административный округ";"район Левобережный";"ПКИО ПАРК ДРУЖБЫ";"2454-77";"аттракцион зарегистрирован";"парк";"";"";
"2701";"КАРУСЕЛЬ С ЛОШАДКАМИ";"7ffca910-2d58-43a9-8792-2e461eb65df3";"2582812391";"Северный административный округ";"район Левобережный";"ПКИО ПАРК ДРУЖБЫ";"2455-77";"аттракцион зарегистрирован";"парк";"";"";
"2702";"CAROUSEL DOUBLE DECK-PARK MODEL";"69476869-23d6-43ac-826b-c811e72224fc";"2582812402";"Северо-Восточный административный округ";"район Свиблово";"Г. МОСКВА, ПРОЕЗД СЕРЕБРЯКОВА, Д. 14, СТР. 23";"2456-77";"аттракцион зарегистрирован";"площадка";"";"";
"2703";"«АТТРАКЦИОН «МИКС»";"e5182666-9877-40d5-9059-7a0dca0449a0";"2583052213";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"2457-77";"аттракцион зарегистрирован";"парк";"";"";
"2704";"ФРАНЦУЗСКАЯ КАРУСЕЛЬ";"c7ac48b1-ec7f-4828-952f-fe14b324ed4e";"2583052216";"Южный административный округ";"район Нагатинский Затон";"УСАДЬБА «КОЛОМЕНСКОЕ»";"2458-77";"аттракцион зарегистрирован";"парк";"";"";
"2705";"MINI PIRATE SHIP";"a0d61caa-0cee-4a65-b978-925c0538b2e8";"2583088177";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2459-77";"аттракцион зарегистрирован";"парк";"";"";
"2706";"KIDDIE SWING";"a54b604b-3d27-4212-857e-a56fbe137216";"2583088178";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2460-77";"аттракцион зарегистрирован";"парк";"";"";
"2707";"КОЛЕСО ОБОЗРЕНИЯ";"dbedfe0d-6bee-4fda-abaa-49d3a9786c3d";"2583132272";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2461-77";"аттракцион зарегистрирован";"парк";"";"";
"2708";"АТТРАКЦИОН ЗИП ЛАЙН";"cafc2e43-7bad-4d69-ad62-1878d5470d91";"2583188388";"Западный административный округ";"район Раменки";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО (СПОРТИВНЫЙ КОМПЛЕКС «ВОРОБЬЕВЫ ГОРЫ»)";"2462-77";"аттракцион зарегистрирован";"парк";"";"";
"2709";"БУМЕРАНГ";"b02a89f5-2798-469d-b4b1-8c96463fad76";"2583565151";"Восточный административный округ";"район Измайлово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ИЗМАЙЛОВСКИЙ»";"2463-77";"аттракцион зарегистрирован";"парк";"";"";
"2710";"ЭВРИКА";"05c6cd9e-2b5d-46b7-bb3e-718f1df65060";"2583950425";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2464-77";"аттракцион зарегистрирован";"парк";"";"";
"2711";"МИНИ-ДЖЕТ 5В";"02e2b93f-517f-4b4f-bc66-50df3fa9419c";"2583950925";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2465-77";"аттракцион зарегистрирован";"парк";"";"";
"2712";"НАДУВНОЙ БАТУТ С ДВУМЯ ГОРКАМИ";"03331d2c-9a5c-442d-bcc2-a40d2e59a94d";"2583951157";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2466-77";"аттракцион зарегистрирован";"парк";"";"";
"2715";"SHARK TRIP";"dda8e703-df4c-4900-9729-7ab12fa9a6e6";"2586492703";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"2471-77";"аттракцион зарегистрирован";"парк";"";"";
"2717";"ПОЕЗД ГУСЕНИЦА";"ffa980a4-aa84-414a-bd21-4c5aec319cf8";"2586492707";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"2473-77";"аттракцион зарегистрирован";"парк";"";"";
"2713";"ЭКСТРИМ-БАТУТ КВАРТЕТ-СТ";"5f7bc6a8-e938-49fd-a4bf-f0f5c84e1fdf";"2586492709";"Восточный административный округ";"район Сокольники";"ПАРК КУЛЬТУРЫ И ОТДЫХА «СОКОЛЬНИКИ»";"2470-77";"аттракцион зарегистрирован";"парк";"";"";
"2716";"JUMP AROUND";"23f667f4-b593-4c31-a47c-8eeb1869064e";"2586492717";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"2472-77";"аттракцион зарегистрирован";"парк";"";"";
"2718";"ГУСЕНИЦА";"51282dc0-83ae-4b88-8914-e2ee5615127b";"2586565362";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2468-77";"аттракцион зарегистрирован";"парк";"";"";
"2724";"ОСЬМИНОГ";"1954635b-d9b8-40c5-9385-3d1b8663a377";"2587277810";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2476-77";"аттракцион зарегистрирован";"парк";"";"";
"2725";"КЕНГУРУ";"a0ba42c7-9ddc-4568-8309-0b3bbf580cc4";"2587277813";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2477-77";"аттракцион зарегистрирован";"парк";"";"";
"2723";"БАТУТНЫЙ КОМПЛЕКС 11,8Х10,6 ГБ-4";"359a0ebb-a775-4404-8b97-1efaac0ed522";"2587277816";"Восточный административный округ";"район Вешняки";"ПАРК РАДУГА";"2475-77";"аттракцион зарегистрирован";"парк";"";"";
"2726";"AIR BOAT (ВОЗДУШНАЯ ЛОДКА)";"5bd3e439-1cf0-4725-b8cd-d6a0919a5798";"2587918519";"Западный административный округ";"район Крылатское";"ПАРК «SKAZKA»";"2478-77";"аттракцион зарегистрирован";"парк";"";"";
"2727";"БАТУТ ШЕРИФ";"4ef07c48-7c23-4d02-9e9d-2599601e9aec";"2591550109";"Восточный административный округ";"район Перово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ПЕРОВСКИЙ»";"2479-77";"аттракцион зарегистрирован";"парк";"";"";
"2731";"DISKO COASTER 40";"425e36ab-e458-440f-bd0d-ea77f09caa8f";"2591794373";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2483-77";"аттракцион зарегистрирован";"парк";"";"";
"2729";"MINI JET 6";"f7faf265-a656-4ddc-9fc0-26cd747d19b4";"2591794375";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2481-77";"аттракцион зарегистрирован";"парк";"";"";
"2730";"FAMILY SWINGER";"b46bc5bb-011c-449a-b515-4c694413a54b";"2591794376";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2482-77";"аттракцион зарегистрирован";"парк";"";"";
"2728";"AIR RACE 6.4";"cfdf29c9-527a-4354-9dfc-8cc23c045739";"2591794378";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2480-77";"аттракцион зарегистрирован";"парк";"";"";
"2737";"НАДУВНАЯ ГОРКА (10Х10Х8/3М)";"c337b37d-0b69-4f6b-acf5-4bd54c26f8f7";"2592316318";"Северо-Западный административный округ";"район Строгино";"АНО ЦРФК «ТЕРРИТОРИЯ СПОРТА»";"2489-77";"аттракцион зарегистрирован";"парк";"";"";
"2739";"КОЛЕСО ОБОЗРЕНИЯ - 40";"af58e9e5-145f-4b3b-bac2-1743bf2c1530";"2597519501";"Восточный административный округ";"район Измайлово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ИЗМАЙЛОВСКИЙ»";"2490-77";"аттракцион зарегистрирован";"парк";"";"";
"2740";"САМОЛЕТЫ";"6778219e-c8df-4887-b457-486e33370c53";"2598119972";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2491-77";"аттракцион зарегистрирован";"парк";"";"";
"2741";"КАЧЕЛИ ЕРМАК";"d2b1e96f-84eb-429c-ac82-f6895eeda6d8";"2598269221";"Восточный административный округ";"район Измайлово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ИЗМАЙЛОВСКИЙ»";"2492-77";"аттракцион зарегистрирован";"парк";"";"";
"2743";"TEA CUP 12";"1d575edd-d487-4a3d-b8cd-1db56af97653";"2601933965";"Северо-Восточный административный округ";"Останкинский район";"«ВДНХ»";"2494-77";"аттракцион зарегистрирован";"парк";"";"";
"2744";"CAROUSEL DOUBLE DECK-PARK MODEL";"df4cddbd-3a06-48ea-bb90-8dd5ae422c44";"2603011460";"Западный административный округ";"район Тропарёво-Никулино";"ФЕСТИВАЛЬНАЯ ПЛОЩАДКА";"2495-77";"аттракцион зарегистрирован";"площадка";"";"";
"2745";"САМОЛЕТ";"d5221e19-2d3d-4e15-980b-d63e10322e88";"2603042866";"Северо-Западный административный округ";"район Митино";"ЛАНДШАФТНЫЙ ПАРК МИТИНО";"2496-77";"аттракцион зарегистрирован";"парк";"";"";
"2746";"АВТОДРОМ";"84d2f974-6d92-492b-b98c-88c5b7a575f5";"2603882229";"Западный административный округ";"район Филёвский Парк";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ФИЛИ»";"2497-77";"аттракцион зарегистрирован";"парк";"";"";
"2747";"ФАНТАСТИК ПРО М4";"b601fa15-9404-4f45-bd3c-028844874d6d";"2604251998";"Восточный административный округ";"район Измайлово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ИЗМАЙЛОВСКИЙ»";"2498-77";"аттракцион зарегистрирован";"парк";"";"";
"2751";"CRAZY BUS";"e5c4db29-84e3-47f0-bcef-bf2cda39c799";"2606623420";"Юго-Западный административный округ";"Обручевский район";"ГАУК Г.МОСКВЫ УСАДЬБА ВОРОНЦОВО";"2502-77";"аттракцион зарегистрирован";"парк";"";"";
"2756";"FANTASTIC JUMP - 2";"5cac892b-9482-4b62-a332-97a70200dae7";"2608429660";"Восточный административный округ";"район Перово";"ПАРК КУЛЬТУРЫ И ОТДЫХА «ПЕРОВСКИЙ»";"2507-77";"аттракцион зарегистрирован";"парк";"";"";
"2757";"САМОЛЕТ";"a5c69f2f-fdae-4fdf-bf03-c5fdd0332d94";"2612910991";"Центральный административный округ";"район Якиманка";"ЦЕНТРАЛЬНЫЙ ПАРК КУЛЬТУРЫ И ОТДЫХА ИМЕНИ М. ГОРЬКОГО";"77-2496";"аттракцион зарегистрирован";"парк";"";"";
"2758";"MERRY GO ROUND";"cc4422da-0f0b-4e48-9688-51cf738b2068";"2615030929";"Северо-Западный административный округ";"район Щукино";"Г. МОСКВА, АВИАЦИОННАЯ УЛ., Д. 24";"77-0136";"аттракцион зарегистрирован";"площадка";"";"";
"2759";"МИНИ-ДЖЕТ";"74dd5e19-9712-47da-96f7-89983a7a92a4";"2621656860";"Юго-Восточный административный округ";"район Кузьминки";"ПАРК КУЛЬТУРЫ И ОТДЫХА «КУЗЬМИНКИ»";"2508-77";"аттракцион зарегистрирован";"парк";"";"";
